date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:43	15086/15086	---M--	200	added ('OK')	image/x-icon	etag:%223aee-5eea135aa2559%22	https://www.fai.gov/sites/default/files/favicons/favicon.ico	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/favicons/favicon.ico	(from https://www.fai.gov/)
12:00:43	275/275	---M--	200	added ('OK')	application/xml	etag:%22113-5ee153563a540%22	https://www.fai.gov/sites/default/files/favicons/browserconfig.xml	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/favicons/browserconfig.xml	(from https://www.fai.gov/)
12:00:43	253981/253981	---M-Z	200	added ('OK')	application/javascript	etag:%223e01d-5fc4ac62ce473%22	https://content.govdelivery.com/overlay/js/4613.js	C:/Data/FAI_GOV/fai-static-local/fai-static-local/content.govdelivery.com/overlay/js/4613.js	(from https://www.fai.gov/)
12:00:44	18764/18764	---MCZ	200	added ('OK')	application/javascript	etag:W/%229e1b714f83b726462a83db0033bac6db%22	https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js?agency=GSA&subagency=GSA/OGP	C:/Data/FAI_GOV/fai-static-local/fai-static-local/dap.digitalgov.gov/Universal-Federated-Analytics-Min6144.js	(from https://www.fai.gov/)
12:00:44	2911/2911	---M--	200	added ('OK')	image/png	etag:%22b5f-5cea959fb7580%22	https://www.fai.gov/sites/default/files/android-icon-36x36.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/android-icon-36x36.png	(from https://www.fai.gov/)
12:00:44	326/326	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:00:47%20GMT	https://www.fai.gov/home	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/home.11.delayed	(from https://www.fai.gov/)
12:00:45	326/326	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:00:55%20GMT	https://www.fai.gov/node/1	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/1.12.delayed	(from https://www.fai.gov/)
12:00:45	27342/27342	---M--	200	added ('OK')	text/css	etag:%226ace-5ff589f7729e3%22	https://www.fai.gov/sites/default/files/css/css_c0UA7LMwSJLe8hunTF6owC3LZgwx2nGljfWAYLuro5E.css	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/css/css_c0UA7LMwSJLe8hunTF6owC3LZgwx2nGljfWAYLuro5E.css	(from https://www.fai.gov/)
12:00:45	609222/609222	---M--	200	added ('OK')	text/css	etag:%2294bc6-5ff589f77dd94%22	https://www.fai.gov/sites/default/files/css/css_bqlAQst9FXHOA-BzS8g1nVRbvb0O6Ph8EHFBAtOa_EE.css	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/css/css_bqlAQst9FXHOA-BzS8g1nVRbvb0O6Ph8EHFBAtOa_EE.css	(from https://www.fai.gov/)
12:00:45	176/176	---M--	200	added ('OK')	image/png	etag:%22b0-5fb499fd31c57%22	https://www.fai.gov/themes/custom/uswds_base_fai/assets/img/us_flag_small.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/assets/img/us_flag_small.png	(from https://www.fai.gov/)
12:00:46	800/800	---M--	200	added ('OK')	image/svg+xml	etag:%22320-5d0b1e24504e4%22	https://www.fai.gov/themes/custom/uswds_base_fai/assets/img/icon-dot-gov.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/assets/img/icon-dot-gov.svg	(from https://www.fai.gov/)
12:00:46	720/720	---M--	200	added ('OK')	image/svg+xml	etag:%222d0-5d0b1e24504e4%22	https://www.fai.gov/themes/custom/uswds_base_fai/assets/img/icon-https.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/assets/img/icon-https.svg	(from https://www.fai.gov/)
12:00:46	95784/95784	---MC-	200	added ('OK')	text/html	etag:%221690627278%22	https://www.fai.gov/humancapital/acm	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/humancapital/acm.html	(from https://www.fai.gov/)
12:00:47	447982/447982	---MC-	200	added ('OK')	text/html	etag:%221690637459%22	https://www.fai.gov/training/frequently-asked-questions-faqs	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/training/frequently-asked-questions-faqs.html	(from https://www.fai.gov/)
12:00:47	34964/34964	---MC-	200	added ('OK')	text/html	etag:%221690637391%22	https://www.fai.gov/page/contact-us	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/page/contact-us.html	(from https://www.fai.gov/)
12:00:47	943/943	---M--	200	added ('OK')	image/svg+xml	etag:%223af-5d0b1e24d80c8%22	https://www.fai.gov/themes/custom/uswds_base_fai/main-fai-logo.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/main-fai-logo.svg	(from https://www.fai.gov/)
12:00:47	495/495	---M--	200	added ('OK')	image/svg+xml	etag:%221ef-5d0b1e244ed74%22	https://www.fai.gov/themes/custom/uswds_base_fai/assets/img/close.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/assets/img/close.svg	(from https://www.fai.gov/)
12:00:48	36761/36761	---MC-	200	added ('OK')	text/html	etag:%221690627515%22	https://www.fai.gov/certification/certification-and-career-development-programs	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/certification/certification-and-career-development-programs.html	(from https://www.fai.gov/)
12:00:48	36061/36061	---MC-	200	added ('OK')	text/html	etag:%221690638109%22	https://www.fai.gov/certification/fac-c	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/certification/fac-c.html	(from https://www.fai.gov/)
12:00:48	36405/36405	---MC-	200	added ('OK')	text/html	etag:%221690637633%22	https://www.fai.gov/certification/fac-cor	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/certification/fac-cor.html	(from https://www.fai.gov/)
12:00:49	36875/36875	---MC-	200	added ('OK')	text/html	etag:%221690629518%22	https://www.fai.gov/certification/fac-ppm	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/certification/fac-ppm.html	(from https://www.fai.gov/)
12:00:49	38591/38591	---MC-	200	added ('OK')	text/html	etag:%221690630425%22	https://www.fai.gov/training	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/training.html	(from https://www.fai.gov/)
12:00:49	40213/40213	---MC-	200	added ('OK')	text/html	etag:%221690637657%22	https://www.fai.gov/training/find-and-register-for-courses	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/training/find-and-register-for-courses.html	(from https://www.fai.gov/)
12:00:49	49990/49990	---MC-	200	added ('OK')	text/html	etag:%221690637048%22	https://www.fai.gov/training/continuous-learning-opportunities	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/training/continuous-learning-opportunities.html	(from https://www.fai.gov/)
12:00:50	42442/42442	---MC-	200	added ('OK')	text/html	etag:%221690631696%22	https://www.fai.gov/training/online-training-non-clp	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/training/online-training-non-clp.html	(from https://www.fai.gov/)
12:00:50	47660/47660	---MC-	200	added ('OK')	text/html	etag:%221690635357%22	https://www.fai.gov/training/acquisition-training-providers	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/training/acquisition-training-providers.html	(from https://www.fai.gov/)
12:00:50	47736/47736	---MC-	200	added ('OK')	text/html	etag:%221690640911%22	https://www.fai.gov/media-library	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/media-library.html	(from https://www.fai.gov/)
12:00:50	327092/327092	---M--	200	added ('OK')	application/pdf	etag:%224fdb4-600c78a3242f7%22	https://www.fai.gov/sites/default/files/2023-07/FAI_Student_Training_Guidebook%202023_07_14.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-07/FAI_Student_Training_Guidebook%202023_07_14.pdf	(from https://www.fai.gov/)
12:00:51	41959/41959	---MC-	200	added ('OK')	text/html	etag:%221690641718%22	https://www.fai.gov/knowledge-center	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/knowledge-center.html	(from https://www.fai.gov/)
12:00:51	39615/39615	---MC-	200	added ('OK')	text/html	etag:%221690646453%22	https://www.fai.gov/knowledge-center/human-capital-planning	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/knowledge-center/human-capital-planning.html	(from https://www.fai.gov/)
12:00:52	34706/34706	---MC-	200	added ('OK')	text/html	etag:%221690646462%22	https://www.fai.gov/knowledge-center/careers-acquisition	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/knowledge-center/careers-acquisition.html	(from https://www.fai.gov/)
12:00:52	65599/65599	---MC-	200	added ('OK')	text/html	etag:%221690636321%22	https://www.fai.gov/knowledge-center/leadership-development	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/knowledge-center/leadership-development.html	(from https://www.fai.gov/)
12:00:53	37964/37964	---MC-	200	added ('OK')	text/html	etag:%221690646463%22	https://www.fai.gov/knowledge-center/partnerships	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/knowledge-center/partnerships.html	(from https://www.fai.gov/)
12:00:53	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:00:55%20GMT	https://www.fai.gov/tools/tools	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/tools/tools.2d.delayed	(from https://www.fai.gov/)
12:00:53	38931/38931	---MC-	200	added ('OK')	text/html	etag:%221690646464%22	https://www.fai.gov/tools	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/tools.html	(from https://www.fai.gov/)
12:00:53	327206/327206	---MC-	200	added ('OK')	text/html	etag:%221690635768%22	https://www.fai.gov/periodic-table	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/periodic-table.html	(from https://www.fai.gov/)
12:00:54	65183/65183	---MC-	200	added ('OK')	text/html	etag:%221690638792%22	https://www.fai.gov/tools/contracting-professionals-career-roadmap	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/tools/contracting-professionals-career-roadmap.html	(from https://www.fai.gov/)
12:00:54	152855/152855	---MC-	200	added ('OK')	text/html	etag:%221690633718%22	https://www.fai.gov/resources/toolkit	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/toolkit.html	(from https://www.fai.gov/)
12:00:55	34444/34444	---MC-	200	added ('OK')	text/html	etag:%221690646465%22	https://www.fai.gov/tools/1102-experience-development-tool	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/tools/1102-experience-development-tool.html	(from https://www.fai.gov/)
12:00:55	37567/37567	---MC-	200	added ('OK')	text/html	etag:%221690636999%22	https://www.fai.gov/tools/Buy-American-and-Trade-Agreements-Decision-Tools	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/tools/Buy-American-and-Trade-Agreements-Decision-Tools.html	(from https://www.fai.gov/)
12:00:55	48547/48547	---MC-	200	added ('OK')	text/html	etag:%221690646466%22	https://www.fai.gov/tools/additional-tools	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/tools/additional-tools.html	(from https://www.fai.gov/)
12:00:56	39232/39232	---MC-	200	added ('OK')	text/html	etag:%221690626784%22	https://www.fai.gov/about/about-fai	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/about/about-fai.html	(from https://www.fai.gov/)
12:00:56	38225/38225	---MC-	200	added ('OK')	text/html	etag:%221690641176%22	https://www.fai.gov/resources/acquisition-today	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/acquisition-today.html	(from https://www.fai.gov/)
12:00:56	35516/35516	---MC-	200	added ('OK')	text/html	etag:%221690626776%22	https://www.fai.gov/about/our-mission	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/about/our-mission.html	(from https://www.fai.gov/)
12:00:57	36432/36432	---MC-	200	added ('OK')	text/html	etag:%221690646467%22	https://www.fai.gov/about/our-leadership	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/about/our-leadership.html	(from https://www.fai.gov/)
12:00:57	36732/36732	---MC-	200	added ('OK')	text/html	etag:%221690626784%22	https://www.fai.gov/about/awards-recognition-2019	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/about/awards-recognition-2019.html	(from https://www.fai.gov/)
12:00:57	36643/36643	---MC-	200	added ('OK')	text/html	etag:%221690626784%22	https://www.fai.gov/about/award-programs	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/about/award-programs.html	(from https://www.fai.gov/)
12:00:58	41616/41616	---MC-	200	added ('OK')	text/html	etag:%221690626776%22	https://www.fai.gov/about/legislative-authority	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/about/legislative-authority.html	(from https://www.fai.gov/)
12:00:58	152012/152012	---M--	200	added ('OK')	image/jpeg	etag:%22251cc-5fea519a10bc3%22	https://www.fai.gov/sites/default/files/2023-06/The_FAC-C_Professional_Exam.jpg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-06/The_FAC-C_Professional_Exam.jpg	(from https://www.fai.gov/)
12:00:58	852952/852952	---M--	200	added ('OK')	image/png	etag:%22d03d8-5d70c95d69240%22	https://www.fai.gov/sites/default/files/front/banner/banner-top-image.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/front/banner/banner-top-image.png	(from https://www.fai.gov/)
12:00:58	64007/64007	---M--	200	added ('OK')	image/jpeg	etag:%22fa07-5fea5268803c5%22	https://www.fai.gov/sites/default/files/2023-06/CAOC-logo_0.jpg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-06/CAOC-logo_0.jpg	(from https://www.fai.gov/)
12:00:59	49747/49747	---MC-	200	added ('OK')	text/html	etag:%221690634018%22	https://www.fai.gov/survey/AE2023-Award-Submission	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/survey/AE2023-Award-Submission.html	(from https://www.fai.gov/)
12:00:59	38407/38407	---M--	200	added ('OK')	image/jpeg	etag:%229607-5f67e409b924d%22	https://www.fai.gov/sites/default/files/2023-03/FAI-twitter.jpg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-03/FAI-twitter.jpg	(from https://www.fai.gov/)
12:00:59	719170/719170	---M--	200	added ('OK')	application/pdf	etag:%22af942-5f6692896efe3%22	https://www.fai.gov/sites/default/files/FAI_2023-2025_Strategic_Plan_Final.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAI_2023-2025_Strategic_Plan_Final.pdf	(from https://www.fai.gov/)
12:01:00	111327/111327	---M--	200	added ('OK')	image/png	etag:%221b2df-5fea4c09b0fd4%22	https://www.fai.gov/sites/default/files/2023-06/fac_c_professional_updated%20(1).png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-06/fac_c_professional_updated%20(1).png	(from https://www.fai.gov/)
12:01:00	34506/34506	---MC-	200	added ('OK')	text/html	etag:%221690646462%22	https://www.fai.gov/node/17873	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/17873.html	(from https://www.fai.gov/)
12:01:00	203940/203940	---M--	200	added ('OK')	image/png	etag:%2231ca4-6004ac8a53492%22	https://www.fai.gov/sites/default/files/2023-07/Innovation%2520Graphic%5B1%5D.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-07/Innovation%20Graphic[1].png	(from https://www.fai.gov/)
12:01:01	34852/34852	---MC-	200	added ('OK')	text/html	etag:%221690646463%22	https://www.fai.gov/node/17872	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/17872.html	(from https://www.fai.gov/)
12:01:01	183033/183033	---M--	200	added ('OK')	image/png	etag:%222caf9-5ece7c8672c8d%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/homepage/newsletter.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/homepage/newsletter.png	(from https://www.fai.gov/)
12:01:02	40207/40207	---MC-	200	added ('OK')	text/html	etag:%221690646463%22	https://www.fai.gov/news	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/news.html	(from https://www.fai.gov/)
12:01:02	1864587/1864587	---M--	200	added ('OK')	image/jpeg	etag:%221c738b-5d5f12966f080%22	https://www.fai.gov/sites/default/files/front/banner/melinda-szilagyi-2.jpg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/front/banner/melinda-szilagyi-2.jpg	(from https://www.fai.gov/)
12:01:02	35715/35715	---MC-	200	added ('OK')	text/html	etag:%221690634118%22	https://www.fai.gov/node/17874	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/17874.html	(from https://www.fai.gov/)
12:01:02	35258/35258	---MC-	200	added ('OK')	text/html	etag:%221690641250%22	https://www.fai.gov/node/17466	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/17466.html	(from https://www.fai.gov/)
12:01:03	93817/93817	---M--	200	added ('OK')	image/png	etag:%2216e79-5fb499fc1f998%22	https://www.fai.gov/themes/custom/uswds_base_fai/assets/img/gsa-logo.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/assets/img/gsa-logo.png	(from https://www.fai.gov/)
12:01:03	452116/452116	---M--	200	added ('OK')	application/javascript	etag:%226e614-5ff58a39212d5%22	https://www.fai.gov/sites/default/files/js/js_BwXYnxoUQJDn2aEprbmZhRXleK4T_av3RJuJ4rPnoQw.js	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/js/js_BwXYnxoUQJDn2aEprbmZhRXleK4T_av3RJuJ4rPnoQw.js	(from https://www.fai.gov/)
12:01:04	390/390	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:14%20GMT	https://www.fai.gov/node/10745	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/10745.4d.delayed	(from https://www.fai.gov/humancapital/acm)
12:01:04	28772/28772	---M--	200	added ('OK')	text/css	etag:%227064-5ff589f7729e3%22	https://www.fai.gov/sites/default/files/css/css_TFzVYIKPC2989yR3L3ctbvivLTm51oc8fo3stD39PyI.css	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/css/css_TFzVYIKPC2989yR3L3ctbvivLTm51oc8fo3stD39PyI.css	(from https://www.fai.gov/humancapital/acm)
12:01:05	30759/30759	---MC-	200	added ('OK')	text/html	etag:%221690641246%22	https://www.fai.gov/quicktabs/nojs/acm/0	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/quicktabs/nojs/acm/0.html	(from https://www.fai.gov/humancapital/acm)
12:01:05	994798/994798	---M--	200	added ('OK')	application/pdf	etag:%22f2dee-5ec6c34647290%22	https://www.fai.gov/sites/default/files/FAI_Manager_Task_Aids_050322.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAI_Manager_Task_Aids_050322.pdf	(from https://www.fai.gov/humancapital/acm)
12:01:05	30759/30759	---MC-	200	added ('OK')	text/html	etag:%221690641254%22	https://www.fai.gov/quicktabs/nojs/acm/1	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/quicktabs/nojs/acm/1.html	(from https://www.fai.gov/humancapital/acm)
12:01:05	144961/144961	---M--	200	added ('OK')	application/pdf	etag:%2223641-5e9c39379623f%22	https://www.fai.gov/sites/default/files/Memorandum-OFPP%20Request%20for%20Small%20Agency%20Point%20of%20Contacts%2010MAY2022_0.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Memorandum-OFPP%20Request%20for%20Small%20Agency%20Point%20of%20Contacts%2010MAY2022_0.pdf	(from https://www.fai.gov/humancapital/acm)
12:01:05	4137204/4137204	---M--	200	added ('OK')	application/pdf	etag:%223f20f4-5e9c26db052a6%22	https://www.fai.gov/sites/default/files/FAI_Employee_Task_Aids_050322GoLive.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAI_Employee_Task_Aids_050322GoLive.pdf	(from https://www.fai.gov/humancapital/acm)
12:01:06	172728/172728	---M--	200	added ('OK')	image/jpeg	etag:%222a2b8-5ece833cc4840%22	https://www.fai.gov/sites/default/files/FAI%20CSOD%20roles%20for%20SARS_updated.jpg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAI%20CSOD%20roles%20for%20SARS_updated.jpg	(from https://www.fai.gov/humancapital/acm)
12:01:06	912844/912844	---M--	200	added ('OK')	application/pdf	etag:%22dedcc-5e9c1b4521efb%22	https://www.fai.gov/sites/default/files/SAR%20onboarding%20presentation.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/SAR%20onboarding%20presentation.pdf	(from https://www.fai.gov/humancapital/acm)
12:01:06	463702/463702	---M--	200	added ('OK')	application/javascript	etag:%2271356-5ff589f7a42dc%22	https://www.fai.gov/sites/default/files/js/js_m1Sv5fU3SbBgspaXo-GONpq2_KigUH_-2ys0hJpcVgo.js	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/js/js_m1Sv5fU3SbBgspaXo-GONpq2_KigUH_-2ys0hJpcVgo.js	(from https://www.fai.gov/humancapital/acm)
12:01:06	486/486	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:08%20GMT	https://www.fai.gov/node/44	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/44.57.delayed	(from https://www.fai.gov/training/frequently-asked-questions-faqs)
12:01:07	27067/27067	---M--	200	added ('OK')	text/css	etag:%2269bb-5ff58a3906cf4%22	https://www.fai.gov/sites/default/files/css/css_r_dxP9ZL2lIYWAPkjZKVJF2oOr97MR9UMykDBqDfPQg.css	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/css/css_r_dxP9ZL2lIYWAPkjZKVJF2oOr97MR9UMykDBqDfPQg.css	(from https://www.fai.gov/training/frequently-asked-questions-faqs)
12:01:07	1380/1380	---M--	200	added ('OK')	image/svg+xml	etag:%22564-5fb499fb25992%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/training-landing/education-group-gradient.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/training-landing/education-group-gradient.svg	(from https://www.fai.gov/training/frequently-asked-questions-faqs)
12:01:07	167770/167770	---M--	200	added ('OK')	application/pdf	etag:%2228f5a-5cea959fb7580%22	https://www.fai.gov/sites/default/files/2017-3-27-FAC-PPM-IT-Comp-Final.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2017-3-27-FAC-PPM-IT-Comp-Final.pdf	(from https://www.fai.gov/training/frequently-asked-questions-faqs)
